city,state_name,county_name,population,zip_counts,trx_counts,presc_counts
DAVIS,OK,MURRAY,2896,1,518,2
SALADO,TX,BELL,2370,1,635,5
DUBOIS,PA,CLEARFIELD,11241,1,244,3
TILTON,IL,VERMILION,2686,3,249,1
STANLEY,VA,PAGE,1673,1,641,2
BEALE AFB,CA,YUBA,1020,1,24,1
SPRING HOPE,NC,NASH,1310,1,2187,3
EUGENE,OR,LANE,273439,6,53155,297
MUSKEGON,MI,MUSKEGON,153565,3,33733,211
COLUMBIA,TN,MAURY,40663,2,25043,117
EPHRATA,PA,LANCASTER,13862,1,9985,51
ALMA,AR,CRAWFORD,5864,1,2057,6
NEW PORT RICHEY,FL,PASCO,16737,3,33636,179
TIGARD,OR,WASHINGTON,55514,3,7376,77
HIGHLANDS RANCH,CO,DOUGLAS,105631,4,4920,53
MILLVILLE,NJ,CUMBERLAND,27391,1,6813,20
STERLING,IL,WHITESIDE,27127,1,10816,50
MOUNT PLEASANT,WI,RACINE,27082,4,4000,29
LARES,PR,LARES,3925,1,6107,26
CENTREVILLE,MD,QUEEN ANNE'S,4944,1,1961,10
CONOVER,NC,CATAWBA,8540,1,3473,24
MEADVILLE,MS,FRANKLIN,421,1,2542,6
LOS ALAMOS,NM,LOS ALAMOS,12666,2,2441,30
GAYLORD,MI,OTSEGO,8388,2,8943,43
BREVARD,NC,TRANSYLVANIA,13666,1,6984,40
CLAYTON,GA,RABUN,3613,1,2906,16
SHERIDAN,WY,SHERIDAN,19320,1,4872,36
TRINIDAD,TX,HENDERSON,870,1,324,2
CLARKESVILLE,GA,HABERSHAM,1821,1,40,2
ANAMOSA,IA,JONES,5537,1,1653,7
LEVELLAND,TX,HOCKLEY,13755,2,2368,12
PITTSBURG,CA,CONTRA COSTA,72588,1,5767,37
BROWN DEER,WI,MILWAUKEE,11839,2,6879,24
NEPHI,UT,JUAB,6378,1,1546,9
WILKINSBURG,PA,ALLEGHENY,15292,1,1662,5
MAYVILLE,NY,CHAUTAUQUA,1592,1,2603,11
JENNINGS,LA,JEFFERSON DAVIS,9800,1,8270,21
HOPWOOD,PA,FAYETTE,2043,2,319,3
DAWSON,MN,LAC QUI PARLE,1400,1,479,5
WHITESBORO,NY,ONEIDA,3612,1,633,7
DENISON,IA,CRAWFORD,8244,1,3561,15
WRIGHTSVILLE,PA,YORK,2296,1,332,1
KERSHAW,SC,LANCASTER,2321,1,671,6
HIGHLAND,UT,UTAH,19175,1,278,3
DEER LODGE,MT,POWELL,2949,1,517,6
BEN LOMOND,CA,SANTA CRUZ,6890,2,299,2
DUNELLEN,NJ,MIDDLESEX,7202,1,400,2
NIANTIC,CT,NEW LONDON,2935,1,1910,8
ARDMORE,AL,LIMESTONE,1463,1,599,1
MOUNTAIN LAKE,MN,COTTONWOOD,2037,1,836,2
ETOWAH,TN,MCMINN,4133,1,5897,12
ADELANTO,CA,SAN BERNARDINO,34049,1,68,2
CHICKAMAUGA,GA,WALKER,3256,1,329,2
EPHRATA,WA,GRANT,8136,1,1109,5
LAUREL,MS,JONES,25844,4,25112,92
ENTERPRISE,OR,WALLOWA,1996,1,1104,11
YAUCO,PR,YAUCO,16585,1,16159,49
WILLOUGHBY,OH,LAKE,22977,2,16539,76
ANDREWS,NC,CHEROKEE,1846,1,5439,4
COVINGTON,GA,NEWTON,14206,2,11213,54
GREENWOOD,IN,JOHNSON,59458,3,23903,131
PORTERVILLE,CA,TULARE,77318,1,20592,83
COLUMBIA,MO,BOONE,141645,9,61184,410
SANTA ISABEL,PR,SANTA ISABEL,5248,1,6230,17
LOWELL,MA,MIDDLESEX,110997,5,22026,114
COOPER CITY,FL,BROWARD,35800,4,1740,14
LACONIA,NH,BELKNAP,19371,1,9754,54
ROANOKE,AL,RANDOLPH,5913,1,2712,7
FARMINGDALE,NY,NASSAU,9002,2,971,15
HUMBOLDT,TN,GIBSON,8456,1,6329,16
MATTESON,IL,COOK,19448,2,3296,12
VADNAIS HEIGHTS,MN,RAMSEY,13607,2,2011,16
AVON LAKE,OH,LORAIN,24504,1,652,7
WYLIE,TX,COLLIN,53067,4,1684,11
LIBERAL,KS,SEWARD,19174,2,2939,20
CLARENDON,TX,DONLEY,1781,1,557,4
EDWARDS,CO,EAGLE,9350,1,364,6
HOLMEN,WI,LA CROSSE,10034,2,2064,6
WHEELER,OR,TILLAMOOK,440,2,1066,9
WAITSBURG,WA,WALLA WALLA,1231,1,224,3
TAPPAHANNOCK,VA,ESSEX,2562,1,3143,15
BERNE,IN,ADAMS,5830,1,952,4
MAGNOLIA,AR,COLUMBIA,11467,2,6280,28
WEST BAY SHORE,NY,SUFFOLK,4801,1,94,1
LIMON,CO,LINCOLN,1952,2,500,6
COLUMBIA,NC,TYRRELL,759,1,79,1
BAYOU LA BATRE,AL,MOBILE,2479,2,245,2
OWENS CROSS ROADS,AL,MADISON,2129,1,813,3
GLEN ROCK,NJ,BERGEN,11707,1,228,6
BELMONT,OH,BELMONT,434,1,545,3
MIDDLEBURG,PA,SNYDER,1270,1,1318,5
BRECKENRIDGE,MI,GRATIOT,1273,1,1146,3
LINDSAY,OK,GARVIN,2777,1,724,6
LAUGHLIN,NV,CLARK,7965,2,318,3
MASTIC,NY,SUFFOLK,15476,1,103,1
BENTON,TN,POLK,1278,1,918,4
HURON,CA,FRESNO,7281,1,31,1
MOUNT HOREB,WI,DANE,7534,1,658,4
TROY,TN,OBION,1321,1,735,2
LA MESILLA,NM,RIO ARRIBA,2314,1,157,1
WALKERTOWN,NC,FORSYTH,5242,3,1474,4
MOUNT HOLLY SPRINGS,PA,CUMBERLAND,4463,1,31,1
DAHLGREN,VA,KING GEORGE,3093,1,86,1
PORTSMOUTH,VA,PORTSMOUTH,94398,8,13416,113
TEXARKANA,TX,BOWIE,77964,3,37213,146
COTTONWOOD,AZ,YAVAPAI,12253,1,11665,70
CLIVE,IA,POLK,17242,1,4378,46
MOUNT PLEASANT,SC,CHARLESTON,91684,3,2707,33
ORLAND PARK,IL,COOK,57857,2,15853,112
HOPKINS,MN,HENNEPIN,18468,2,1441,8
ALTAVISTA,VA,CAMPBELL,4603,1,2008,6
MONUMENT,CO,EL PASO,8097,2,1290,10
RUTHERFORDTON,NC,RUTHERFORD,4087,1,3181,20
CHATOM,AL,WASHINGTON,1182,1,1529,4
BEVERLY HILLS,MI,OAKLAND,10352,1,1552,11
HOMETOWN,IL,COOK,4177,1,494,8
CIDRA,PR,CIDRA,5835,1,10699,35
ALAMO,TN,CROCKETT,2277,1,1889,10
DEERFIELD BEACH,FL,BROWARD,81066,4,10911,48
OLNEY,IL,RICHLAND,8732,1,5088,14
GLORIETA,NM,SANTA FE,618,1,15,1
CHARLEROI,PA,WASHINGTON,3901,1,2031,10
JEFFERSONVILLE,NY,SULLIVAN,336,1,292,1
BAGDAD,AZ,YAVAPAI,1774,1,65,3
DIBOLL,TX,ANGELINA,5204,1,30,1
MATTITUCK,NY,SUFFOLK,4676,1,614,7
GORDONVILLE,PA,LANCASTER,688,1,442,2
MONTOUR FALLS,NY,SCHUYLER,1604,2,1876,11
DONORA,PA,WASHINGTON,4562,1,863,3
CALMAR,IA,WINNESHIEK,917,1,84,2
BIRNAMWOOD,WI,SHAWANO,782,1,63,2
MINONG,WI,WASHBURN,503,1,172,2
HURLEY,WI,IRON,1436,1,1488,1
BOGART,GA,OCONEE,1206,1,2463,10
CHARLESTON,WV,KANAWHA,138706,34,48105,330
BREMEN,GA,HARALSON,6945,2,4272,11
DENHAM SPRINGS,LA,LIVINGSTON,9753,1,11239,26
SAN CLEMENTE,CA,ORANGE,64558,3,7553,47
ALBANY,OR,LINN,62880,2,11959,78
OAKLAND PARK,FL,BROWARD,45202,6,11267,47
CORTLAND,OH,TRUMBULL,6768,1,8587,19
OXON HILL,MD,PRINCE GEORGE'S,18080,3,2317,26
YANCEYVILLE,NC,CASWELL,1963,2,2963,18
HOLDEN,UT,MILLARD,393,1,15,1
ONTONAGON,MI,ONTONAGON,1250,1,1890,7
WEBSTER GROVES,MO,ST. LOUIS,22819,1,863,5
AUSTIN,MN,MOWER,25626,1,6620,33
LANCASTER,SC,LANCASTER,25649,1,8756,43
TOA BAJA,PR,TOA BAJA,1497,1,15740,45
MOORPARK,CA,VENTURA,36375,2,1200,8
NORTHAMPTON,MA,HAMPSHIRE,28451,5,6759,70
MEBANE,NC,ALAMANCE,16262,1,2406,13
ESTES PARK,CO,LARIMER,7769,1,1896,15
OOLTEWAH,TN,HAMILTON,756,1,3615,26
COATESVILLE,PA,CHESTER,13069,1,5572,30
DEL CITY,OK,OKLAHOMA,21712,2,505,8
PUXICO,MO,STODDARD,846,1,2367,5
URBANDALE,IA,POLK,44379,4,5711,27
COLUMBIA,KY,ADAIR,4734,1,6352,20
VERNON,TX,WILBARGER,10323,2,3086,12
WALLACE,NC,DUPLIN,4326,1,2066,14
WYNCOTE,PA,MONTGOMERY,2900,1,3714,10
ELK RAPIDS,MI,ANTRIM,1615,1,749,5
MAKAWAO,HI,MAUI,7341,1,181,3
NORWAY,MI,DICKINSON,2748,1,1656,7
LISBON,OH,COLUMBIANA,5372,1,1280,6
GILLETTE,WY,CAMPBELL,36032,2,4273,37
BELLEVUE,KY,CAMPBELL,5721,1,3075,12
SANDWICH,IL,DEKALB,7418,1,3500,14
STEVENSVILLE,MI,BERRIEN,1129,1,1750,13
MEDFORD,WI,TAYLOR,4282,1,1756,15
CORNING,AR,CLAY,3056,1,1769,6
BRIDGEWATER,MA,PLYMOUTH,27619,1,2057,12
BELLE PLAINE,MN,SCOTT,7185,1,166,2
MONTAGUE,MI,MUSKEGON,2361,1,553,3
GALT,CA,SACRAMENTO,27954,1,965,6
MONTICELLO,MS,LAWRENCE,1472,1,2252,11
WELLINGTON,CO,LARIMER,10437,1,14,1
DENTON,NC,DAVIDSON,1680,1,1199,3
HIGHLAND,WI,IOWA,826,1,28,1
BONSALL,CA,SAN DIEGO,4458,2,30,1
VERONA,PA,ALLEGHENY,2411,1,2119,10
OLEAN,NY,CATTARAUGUS,20755,1,12260,68
OSGOOD,IN,RIPLEY,1585,1,353,5
HATBORO,PA,MONTGOMERY,7501,1,3738,16
EL CENTRO,CA,IMPERIAL,111425,2,18509,66
CHESTER,VA,CHESTERFIELD,22032,1,6994,39
BARRANQUITAS,PR,BARRANQUITAS,2381,1,5780,15
GREAT FALLS,MT,CASCADE,65131,4,25147,124
GURABO,PR,GURABO,7511,1,12269,27
LAWTON,OK,COMANCHE,93025,6,14838,111
AUGUSTA,GA,RICHMOND,390809,15,80386,518
KEEGO HARBOR,MI,OAKLAND,3381,1,562,4
WINFIELD,IL,DUPAGE,9636,1,10353,100
BEVERLY HILLS,FL,CITRUS,9360,2,7642,16
CHINO,CA,SAN BERNARDINO,94371,2,9591,57
CHEROKEE,IA,CHEROKEE,4869,1,5738,16
GARROCHALES,PR,BARCELONETA,1117,1,87,1
STUARTS DRAFT,VA,AUGUSTA,9354,1,3235,10
LAKEWOOD,OH,CUYAHOGA,49678,1,8606,46
RICHBORO,PA,BUCKS,6378,1,3025,13
HADDON HEIGHTS,NJ,CAMDEN,7529,1,5053,49
FARMERS BRANCH,TX,DALLAS,48158,3,1153,5
GREENCASTLE,PA,FRANKLIN,3986,1,4232,12
TONGANOXIE,KS,LEAVENWORTH,5583,1,4189,5
GEORGETOWN,OH,BROWN,4243,1,2945,12
ALLEN,TX,COLLIN,105623,2,6947,58
ARKANSAS CITY,KS,COWLEY,12242,1,3222,12
CONRAD,IA,GRUNDY,1077,1,693,2
GRINNELL,IA,POWESHIEK,9116,1,2789,27
LOCKNEY,TX,FLOYD,1631,2,1134,5
PALM BAY,FL,BREVARD,507002,10,11285,52
HUNTSVILLE,AR,MADISON,2569,1,1602,7
DAVENPORT,WA,LINCOLN,1744,1,1706,6
MIDDLETON,ID,CANYON,8466,2,268,3
ELMER,NJ,SALEM,1308,1,1242,8
CHILDERSBURG,AL,TALLADEGA,4837,2,2318,6
POJOAQUE,NM,SANTA FE,2027,1,211,1
BRUNSWICK,MO,CHARITON,814,1,20,1
NEW STANTON,PA,WESTMORELAND,2060,2,464,1
HANCEVILLE,AL,CULLMAN,3461,1,1092,3
WAYNOKA,OK,WOODS,914,1,521,2
BOTTINEAU,ND,BOTTINEAU,2154,1,167,1
NASHVILLE,IN,BROWN,1098,1,1684,7
CONNEAUT LAKE,PA,CRAWFORD,619,1,700,3
ROSEBUD,TX,FALLS,1349,1,2193,1
MARTIN,SD,BENNETT,1045,1,313,1
SUPERIOR,AZ,PINAL,3185,1,234,1
PORT EWEN,NY,ULSTER,3315,3,311,1
BURTON,MI,GENESEE,28574,3,7409,31
SOUTH EUCLID,OH,CUYAHOGA,21297,2,6109,35
MOUNT PLEASANT,TX,TITUS,16412,2,2999,14
FRANKLIN,WV,PENDLETON,642,1,1315,6
MAHNOMEN,MN,MAHNOMEN,1231,1,263,5
WEST LAKE HILLS,TX,TRAVIS,3286,1,3025,21
SALEM,KY,LIVINGSTON,723,1,2087,9
ALPINE,CA,SAN DIEGO,14878,2,1250,11
BELVIDERE,IL,BOONE,25143,1,5155,28
JOHNSTON CITY,IL,WILLIAMSON,3464,1,2026,6
JAMESTOWN,NC,GUILFORD,4487,2,1404,11
SUMNER,WA,PIERCE,10427,1,1703,11
CHESWICK,PA,ALLEGHENY,1675,1,3644,13
AGOURA HILLS,CA,LOS ANGELES,20222,2,1180,16
TUBA CITY,AZ,COCONINO,8609,1,2509,22
MADISON,AL,MADISON,51593,2,6081,50
OSSEO,WI,TREMPEALEAU,1676,1,699,5
BLOOMFIELD HILLS,MI,OAKLAND,3997,2,12536,80
MUNFORDVILLE,KY,HART,1659,1,2867,14
RIPON,WI,FOND DU LAC,8040,1,2888,14
WEST PORTSMOUTH,OH,SCIOTO,3213,1,559,1
HOLLY SPRINGS,GA,CHEROKEE,15442,3,596,4
LEWISVILLE,TX,DENTON,109212,6,12387,75
HERMOSA BEACH,CA,LOS ANGELES,19320,1,655,9
NORTH LIBERTY,IA,JOHNSON,19501,1,1152,15
GLEN GARDNER,NJ,HUNTERDON,1911,1,330,5
METUCHEN,NJ,MIDDLESEX,14543,1,3986,29
HUNTINGBURG,IN,DUBOIS,6170,2,2808,10
HOPE VALLEY,RI,WASHINGTON,1823,1,740,5
WASHBURN,ND,MCLEAN,1264,1,13,1
LIVERMORE,CA,ALAMEDA,90923,2,6309,36
MONMOUTH JUNCTION,NJ,MIDDLESEX,2906,1,282,5
ADA,MN,NORMAN,1563,1,223,4
HUMANSVILLE,MO,POLK,1059,1,2738,3
LITTLE FERRY,NJ,BERGEN,10739,1,251,2
LOUISBURG,KS,MIAMI,4562,1,470,2
MILAN,OH,ERIE,1334,1,730,1
MONTEVALLO,AL,SHELBY,6738,1,148,1
TIPTON,IA,CEDAR,3223,1,635,5
SOUTH BARRINGTON,IL,COOK,4996,1,370,7
POTTS CAMP,MS,MARSHALL,467,1,48,1
GLIDE,OR,DOUGLAS,1366,2,13,1
VALLEY,NE,DOUGLAS,2890,1,2369,4
CIMARRON,KS,GRAY,2201,1,128,2
KENT,WA,KING,132319,7,8040,69
ASHEBORO,NC,RANDOLPH,39192,2,26803,106
DEVILS LAKE,ND,RAMSEY,7631,1,3750,17
PRESCOTT,AZ,YAVAPAI,44299,6,24229,161
ATLANTIC CITY,NJ,ATLANTIC,237054,3,5242,48
STOCKTON,CA,SAN JOAQUIN,397264,16,70443,351
PORTLAND,OR,MULTNOMAH,2074775,48,166173,1751
BERWICK,PA,COLUMBIA,9903,1,6662,24
FORT LAUDERDALE,FL,BROWARD,182437,19,35248,226
LENEXA,KS,JOHNSON,55625,8,7510,53
LANGHORNE,PA,BUCKS,1580,3,23449,132
ABERDEEN,SD,BROWN,28257,1,14115,75
ELIZABETH,NJ,UNION,129216,5,23287,104
URBANA,IL,CHAMPAIGN,42214,3,16970,148
PORTAGE,WI,COLUMBIA,10465,1,5189,32
LIBERTYVILLE,IL,LAKE,20205,1,11266,75
TAUNTON,MA,BRISTOL,57464,3,15068,94
CARTERSVILLE,GA,BARTOW,57873,2,22285,70
CABIN JOHN,MD,MONTGOMERY,2121,1,81,2
PALMERTON,PA,CARBON,5336,1,3076,15
MARION,NC,MCDOWELL,13454,2,6090,30
COTTONWOOD,ID,IDAHO,940,1,3145,11
FULTON,NY,OSWEGO,11102,1,4017,19
BUCYRUS,OH,CRAWFORD,11800,1,3721,19
ROCHESTER,MI,OAKLAND,13296,2,5666,59
MOBERLY,MO,RANDOLPH,13615,1,6726,22
VIVIAN,LA,CADDO,3482,1,1037,7
HAMLET,NC,RICHMOND,6328,1,3983,14
WEATHERFORD,OK,CUSTER,12017,1,3438,13
MADISON HEIGHTS,VA,AMHERST,11665,1,3519,13
MALDEN,MO,DUNKLIN,4185,1,726,4
ORANGEBURG,NY,ROCKLAND,4491,2,1448,21
BELGRADE,MT,GALLATIN,17743,1,1178,11
COUNTRYSIDE,IL,COOK,5933,1,882,5
GLOVERSVILLE,NY,FULTON,27512,1,8481,38
WILLIAMSTON,NC,MARTIN,5202,1,5342,14
STERLING,MI,ARENAC,499,1,574,7
MADISON,IN,JEFFERSON,18109,1,8400,36
FALLON,NV,CHURCHILL,16313,3,2566,19
COTTONWOOD,CA,SHASTA,3243,1,1308,5
GLADSTONE,OR,CLACKAMAS,12324,1,412,5
UNION,SC,UNION,9132,1,6142,14
DAVENPORT,FL,POLK,6005,3,9997,44
MARION,KY,CRITTENDEN,2841,1,2901,9
WHITE HALL,AR,JEFFERSON,4963,1,6084,12
WILLIAMSPORT,MD,WASHINGTON,2089,1,1726,6
CROWLEY,TX,TARRANT,16460,1,2275,6
EGG HARBOR CITY,NJ,ATLANTIC,4052,1,1849,4
YATES CENTER,KS,WOODSON,1321,1,497,3
MASON,MI,INGHAM,8458,1,2072,23
MARMADUKE,AR,GREENE,1251,1,183,1
ALGOMA,WI,KEWAUNEE,3048,1,1237,7
HOMERVILLE,GA,CLINCH,2573,1,1997,3
ROBINS,IA,LINN,3537,3,34,1
HEATH,OH,LICKING,10942,1,126,5
BURNHAM,PA,MIFFLIN,1993,1,505,4
LEMONT FURNACE,PA,FAYETTE,1011,1,631,2
PARK CITY,IL,LAKE,7438,1,988,5
CAINSVILLE,MO,HARRISON,273,1,199,1
PARIS,MO,MONROE,1167,1,139,2
SHASTA LAKE,CA,SHASTA,10413,3,1479,4
MADISON,WV,BOONE,3978,1,4212,19
HOPEWELL,NJ,MERCER,1906,1,86,2
DUNEDIN,FL,PINELLAS,36537,2,15072,52
CANTON,OH,STARK,269418,13,60768,342
CREST HILL,IL,WILL,20376,2,3111,24
WINCHESTER,VA,WINCHESTER,74417,2,36847,215
DEADWOOD,SD,LAWRENCE,1293,2,1608,6
BROWNSVILLE,TX,CAMERON,227239,5,34280,126
BARTLESVILLE,OK,WASHINGTON,39301,4,9926,70
MILLERSBURG,OH,HOLMES,3200,1,3433,16
RICHFIELD,UT,SEVIER,7888,1,3442,15
LEESVILLE,LA,VERNON,8132,2,4223,28
CHEROKEE,NC,SWAIN,2046,1,1145,16
GLADSTONE,MO,CLAY,27489,2,5069,20
APPLE VALLEY,MN,DAKOTA,55135,1,5505,38
PUEBLO WEST,CO,PUEBLO,31849,1,648,9
ALLEN PARK,MI,WAYNE,26940,1,8307,42
HUNTINGTON STATION,NY,SUFFOLK,32866,1,4741,36
PRAIRIEVILLE,LA,ASCENSION,31974,1,3304,18
EVERETT,MA,MIDDLESEX,46451,1,5919,38
CAROLINA SHORES,NC,BRUNSWICK,4659,1,648,4
OZARK,AR,FRANKLIN,3595,2,2311,6
ROCHESTER,PA,BEAVER,3440,1,2745,8
CLINTON,IN,VERMILLION,6152,1,539,9
BELLVILLE,TX,AUSTIN,4219,1,2074,5
RED LAKE,MN,BELTRAMI,1787,1,661,5
BOYD,TX,WISE,1518,1,158,2
SEMINOLE,TX,GAINES,7871,1,1860,8
CAIRO,GA,GRADY,9369,1,4133,13
BLYTHEWOOD,SC,RICHLAND,4150,1,2654,4
POTTERVILLE,MI,EATON,2752,1,373,3
HUGO,OK,CHOCTAW,5092,1,7697,9
PINE RIVER,MN,CASS,927,1,895,3
ST. CHARLES,VA,LEE,110,1,1909,4
CREEDMOOR,NC,GRANVILLE,4612,1,3039,10
CRESWELL,OR,LANE,6959,1,189,3
BAUDETTE,MN,LAKE OF THE WOODS,1020,1,529,3
DE KALB,TX,BOWIE,1593,1,209,2
SUMMERTON,SC,CLARENDON,927,1,59,1
ELROY,WI,JUNEAU,1303,1,574,2
SENECA,SC,OCONEE,27439,3,20852,94
WEST BURLINGTON,IA,DES MOINES,2890,1,16983,65
FAYETTEVILLE,NY,ONONDAGA,4044,1,5878,54
CONYERS,GA,ROCKDALE,16256,3,18850,110
SPRINGFIELD,OH,CLARK,82820,4,38882,152
DULUTH,MN,ST. LOUIS,119476,12,42901,323
BARRINGTON,IL,COOK,10217,1,6695,56
PEABODY,MA,ESSEX,53070,2,14532,125
CHEBOYGAN,MI,CHEBOYGAN,4686,1,6096,14
TEMPLETON,CA,SAN LUIS OBISPO,7838,2,11311,68
DAYTON,TN,RHEA,10410,1,3287,17
PONCA CITY,OK,KAY,24274,3,5074,28
GIBBSBORO,NJ,CAMDEN,2218,1,812,8
BOWLING GREEN,MO,PIKE,5608,1,621,4
SUN LAKES,AZ,MARICOPA,14473,1,3483,9
CAMBRIDGE SPRINGS,PA,CRAWFORD,2673,1,721,2
TAMA,IA,TAMA,4657,1,1655,5
ONEONTA,AL,BLOUNT,6577,1,6181,12
WAYNESBORO,PA,FRANKLIN,26694,1,6229,40
CUTHBERT,GA,RANDOLPH,3417,1,1511,4
LINO LAKES,MN,ANOKA,22119,2,1534,10
QUINCY,CA,PLUMAS,1952,1,940,9
OCEAN VIEW,DE,SUSSEX,14360,2,377,1
SYLVESTER,GA,WORTH,6240,1,2631,7
SAN ANDREAS,CA,CALAVERAS,3120,1,2534,12
NEW JOHNSONVILLE,TN,HUMPHREYS,1874,1,503,1
WHITNEY,TX,HILL,2162,1,1757,7
CENTER,TX,SHELBY,5215,1,1850,12
CERES,CA,STANISLAUS,48706,3,3090,10
GRIFFITH,IN,LAKE,16060,1,735,4
GENOA,OH,OTTAWA,3039,1,1692,4
CHINA GROVE,NC,ROWAN,4220,1,4201,11
FOX LAKE,IL,LAKE,10451,3,562,4
DILLARD,GA,RABUN,377,1,639,2
WEST PITTSTON,PA,LUZERNE,4761,1,1415,4
ELDRED,PA,MCKEAN,761,1,1200,2
NORTH RIVERSIDE,IL,COOK,6429,1,184,5
KEWAUNEE,WI,KEWAUNEE,2848,1,966,5
WINSTED,MN,MCLEOD,2240,1,185,2
TULAROSA,NM,OTERO,3006,1,608,2
WHITING,IA,MONONA,723,1,1044,3
AVALON,PA,ALLEGHENY,4537,1,190,4
DANVILLE,AR,YELL,2393,1,1795,6
BOWMAN,SC,ORANGEBURG,888,1,1336,1
LEESBURG,AL,CHEROKEE,1013,1,1511,2
MCALLEN,TX,HIDALGO,804114,6,46620,266
FORT KNOX,KY,HARDIN,8695,2,235,8
FAIRFIELD,TX,FREESTONE,3214,1,2796,9
KALAMAZOO,MI,KALAMAZOO,215193,7,49684,411
WEST LIBERTY,KY,MORGAN,3520,1,5915,12
PUYALLUP,WA,PIERCE,42361,5,15049,150
BELLEFONTAINE,OH,LOGAN,13249,1,4767,27
OGDEN,UT,WEBER,578523,8,19927,190
RUSTON,LA,LINCOLN,27717,2,12324,57
LITHONIA,GA,DEKALB,2331,1,8801,46
MURRAY,UT,SALT LAKE,48917,4,12420,125
YUMA,CO,YUMA,3479,1,1604,6
WEST BLOCTON,AL,BIBB,1252,1,69,2
WALLA WALLA,WA,WALLA WALLA,57860,1,13528,83
KEY WEST,FL,MONROE,31401,3,6654,46
NORTH ADAMS,MA,BERKSHIRE,17153,1,3056,19
TEMPLE HILLS,MD,PRINCE GEORGE'S,7926,4,2586,16
HURRICANE,WV,PUTNAM,6430,1,11699,38
MACUNGIE,PA,LEHIGH,3178,1,1234,9
JENA,LA,LASALLE,3990,1,4161,11
BELLEROSE,NY,NASSAU,1162,1,1705,14
DICKSON CITY,PA,LACKAWANNA,5761,2,1481,10
CHESTERLAND,OH,GEAUGA,2215,1,2364,8
LOS ALAMITOS,CA,ORANGE,11399,2,16179,123
KAPOLEI,HI,HONOLULU,21674,1,1365,12
PALMER,TN,GRUNDY,668,1,726,2
CLARION,PA,CLARION,10138,1,8661,26
SUGAR GROVE,IL,KANE,9888,1,77,3
SULPHUR,LA,CALCASIEU,20065,2,5678,25
COCOA,FL,BREVARD,18603,2,4548,20
UPPER SADDLE RIVER,NJ,BERGEN,8205,1,97,2
TREMONT,IL,TAZEWELL,2120,1,1111,4
OVERLAND,MO,ST. LOUIS,15551,2,317,2
ROSCOE,IL,WINNEBAGO,10510,1,2690,15
OCEANA,WV,WYOMING,2284,1,3211,4
PINE CITY,MN,PINE,3146,1,416,6
ROY,NM,HARDING,211,1,23,1
WINDSOR,CA,SONOMA,27128,1,548,6
MARISSA,IL,ST. CLAIR,1806,1,294,1
MOSS POINT,MS,JACKSON,13350,2,4416,15
LESLIE,MI,INGHAM,1898,1,851,5
ESKO,MN,CARLTON,2042,1,181,1
ROCK HILL,MO,ST. LOUIS,4620,2,144,2
CEREDO,WV,WAYNE,1273,2,191,2
ADENA,OH,JEFFERSON,704,1,802,1
HOWARD,SD,MINER,757,1,177,4
LAURA,OH,MIAMI,494,1,22,1
CROWN POINT,IN,LAKE,30488,2,10664,63
MELBOURNE,FL,BREVARD,83029,8,62326,393
MIDDLETOWN,OH,BUTLER,97730,3,29048,93
APPLE VALLEY,CA,SAN BERNARDINO,73453,2,23316,92
OWOSSO,MI,SHIAWASSEE,21315,1,8010,46
RIVERBANK,CA,STANISLAUS,24881,1,2236,10
RUSSELLVILLE,AR,POPE,34205,3,12195,50
PORTLAND,TN,SUMNER,13030,1,3952,15
VICKSBURG,MI,KALAMAZOO,3483,1,575,6
ROCKLIN,CA,PLACER,68823,2,5623,39
SELMA,CA,FRESNO,44703,1,8605,35
WHITE PLAINS,NY,WESTCHESTER,58109,6,29211,243
BATESVILLE,MS,PANOLA,7218,1,7447,25
BRIDGE CITY,TX,ORANGE,7862,2,884,5
WASHINGTON,IN,DAVIESS,13565,1,2647,23
CORNELIUS,NC,MECKLENBURG,30257,1,2200,18
LAKE WORTH,FL,PALM BEACH,38526,3,11871,73
PLAINVIEW,NY,NASSAU,26453,1,9169,77
SIDNEY,OH,SHELBY,21148,2,10495,27
SOUTH BOSTON,VA,HALIFAX,7740,1,8600,42
ENUMCLAW,WA,KING,12190,1,3394,19
SMITHVILLE,TN,DEKALB,4886,1,7165,15
RIDGEWAY,VA,HENRY,693,1,168,3
MOUNT SIDNEY,VA,AUGUSTA,442,1,13,1
HERMANTOWN,MN,ST. LOUIS,9637,3,2788,13
PADEN,OK,OKFUSKEE,456,1,318,1
DECATUR,TN,MEIGS,1667,1,1888,7
MANNINGTON,WV,MARION,2023,1,1188,5
LEHI,UT,UTAH,69724,1,2278,18
RUSSELL,KS,RUSSELL,4423,1,2511,12
WALNUT,IL,BUREAU,1306,1,16,1
BELEN,NM,VALENCIA,7416,2,4075,15
SADDLE RIVER,NJ,BERGEN,3173,1,1000,6
COLONIA,NJ,MIDDLESEX,17801,1,779,7
NORTH BETHESDA,MD,MONTGOMERY,49872,4,141,6
HIGHLAND HEIGHTS,OH,CUYAHOGA,8373,1,23,1
KING WILLIAM,VA,KING WILLIAM,364,1,73,2
WAYNE,MI,WAYNE,16814,1,8583,38
CANTON,MO,LEWIS,2302,1,819,2
POOLESVILLE,MD,MONTGOMERY,5244,1,323,2
EIGHTY FOUR,PA,WASHINGTON,462,2,1205,1
LAKE PLACID,NY,ESSEX,3347,1,1284,11
